,Unnamed: 0,no,x,y,dX,dY,dX_m,dY_m,dmax,dmax_m,vel,probab,probab_test
196,203,203.0,750.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.5174420475959778,0.5174420475959778
197,205,205.0,950.0,1450.0,3.0,9.0,3.0,9.0,9.486832980505138,9.486832980505138,9.486832980505138,0.2890761494636535,0.2890761494636535
198,206,206.0,1050.0,1450.0,3.0,7.0,3.0,7.0,7.615773105863909,7.615773105863909,7.615773105863909,0.2836376428604126,0.2836376428604126
199,207,207.0,1150.0,1450.0,2.0,7.0,2.0,7.0,7.280109889280518,7.280109889280518,7.280109889280518,0.5515626072883606,0.5515626072883606
200,208,208.0,1250.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999431371688844,0.9999431371688844
201,209,209.0,1350.0,1450.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999886751174928,0.9999886751174928
202,210,210.0,50.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9998536109924316,0.9998536109924316
203,211,211.0,150.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9980504512786864,0.9980504512786864
204,212,212.0,250.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7626014351844788,0.7626014351844788
205,213,213.0,350.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9948034882545472,0.9948034882545472
206,214,214.0,450.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9985645413398744,0.9985645413398744
207,215,215.0,550.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9996652603149414,0.9996652603149414
208,216,216.0,650.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.5553691387176514,0.5553691387176514
209,217,217.0,750.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8024402260780334,0.8024402260780334
210,218,218.0,850.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9369106292724608,0.9369106292724608
211,219,219.0,950.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9869784116744996,0.9869784116744996
212,220,220.0,1050.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9950726628303528,0.9950726628303528
213,221,221.0,1150.0,1550.0,1.0,7.0,1.0,7.0,7.071067811865476,7.071067811865476,7.071067811865476,0.147473856806755,0.147473856806755
214,222,222.0,1250.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9728289842605592,0.9728289842605592
215,223,223.0,1350.0,1550.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9996294975280762,0.9996294975280762
216,224,224.0,50.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999911785125732,0.9999911785125732
217,225,225.0,150.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999639987945556,0.9999639987945556
218,226,226.0,250.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9584618806838988,0.9584618806838988
219,227,227.0,350.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.99639230966568,0.99639230966568
220,228,228.0,450.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9783821105957032,0.9783821105957032
221,229,229.0,550.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9990350008010864,0.9990350008010864
222,230,230.0,650.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9938586354255676,0.9938586354255676
223,231,231.0,750.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.5920129418373108,0.5920129418373108
224,232,232.0,850.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8214955925941467,0.8214955925941467
225,235,235.0,1150.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8610119819641113,0.8610119819641113
226,236,236.0,1250.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.3636632561683655,0.3636632561683655
227,237,237.0,1350.0,1650.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.999373495578766,0.999373495578766
228,238,238.0,50.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,1.0,1.0
229,239,239.0,150.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.997147262096405,0.997147262096405
230,240,240.0,250.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9902037382125854,0.9902037382125854
231,241,241.0,350.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8555352687835693,0.8555352687835693
232,242,242.0,450.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9856508374214172,0.9856508374214172
233,243,243.0,550.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9657361507415771,0.9657361507415771
234,244,244.0,650.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999921321868896,0.9999921321868896
235,245,245.0,750.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999903440475464,0.9999903440475464
236,246,246.0,850.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.92641681432724,0.92641681432724
237,247,247.0,950.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9773336052894592,0.9773336052894592
238,248,248.0,1050.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7955673933029175,0.7955673933029175
239,249,249.0,1150.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.3630309104919433,0.3630309104919433
240,250,250.0,1250.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.452979177236557,0.452979177236557
241,251,251.0,1350.0,1750.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9984134435653688,0.9984134435653688
242,252,252.0,50.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.996978998184204,0.996978998184204
243,253,253.0,150.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9989942908287048,0.9989942908287048
244,254,254.0,250.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9999998807907104,0.9999998807907104
245,255,255.0,350.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9987952709197998,0.9987952709197998
246,256,256.0,450.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9723800420761108,0.9723800420761108
247,257,257.0,550.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9116215109825134,0.9116215109825134
248,258,258.0,650.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.984379231929779,0.984379231929779
249,259,259.0,750.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9974929094314576,0.9974929094314576
250,260,260.0,850.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9601255059242249,0.9601255059242249
251,261,261.0,950.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9993102550506592,0.9993102550506592
252,262,262.0,1050.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.9155252575874328,0.9155252575874328
253,263,263.0,1150.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.7707732915878296,0.7707732915878296
254,264,264.0,1250.0,1850.0,3.0,8.0,3.0,8.0,8.54400374531753,8.54400374531753,8.54400374531753,0.8560770153999329,0.8560770153999329
